2017-05-13 16:30:14
8,0,246,241,122,158,0.0,73.4
9,1,242,84,-128,65,0.0,73.4
2,0,246,106,-88,67,0.0,73.4
5,5,243,67,-63,77,99368.75,73.4
4,6,245,83,-96,71,99368.75,73.4
6,3,245,97,-115,54,99368.75,73.4
6,7,246,36,-55,75,99368.75,73.4
2,-9,245,66,-64,40,99368.75,73.4
5,-12,244,118,-56,66,99368.75,73.2875
3,-1,246,102,-77,57,99368.75,73.2875
6,16,243,149,-120,32,99368.75,73.2875
1,-1,246,-4,-76,33,99368.75,73.2875
4,28,245,73,-76,46,99372.0,73.2875
6,21,241,98,-16,62,99372.0,73.2875
6,-3,244,125,-113,30,99372.0,73.2875
7,-8,244,264,-87,16,99372.0,73.2875
4,-2,245,58,-67,43,99372.0,73.2875
4,5,243,-52,-88,25,99372.0,73.2875
4,-3,245,19,-74,49,99372.0,73.2875
3,0,246,90,-34,60,99372.0,73.2875
4,4,245,87,-60,70,99372.0,73.2875
4,12,245,49,-73,67,99370.0,73.2875
7,3,245,-11,-103,51,99370.0,73.2875
4,-14,248,15,-81,50,99370.0,73.2875
4,0,247,-170,-67,76,99370.0,73.2875
5,22,243,158,-89,45,99370.0,73.4
1,3,245,32,-58,66,99370.0,73.4
4,5,247,80,-40,81,99370.0,73.4
5,2,246,30,-67,70,99370.0,73.4
2,4,246,80,-92,60,99370.0,73.4
5,4,244,34,-82,69,99371.0,73.2875
4,0,245,125,-77,57,99371.0,73.2875
5,4,244,90,-106,45,99371.0,73.2875
5,1,244,71,-67,58,99371.0,73.2875
5,3,245,53,-81,62,99371.0,73.2875
5,1,244,52,-59,67,99371.0,73.2875
4,0,243,105,-77,53,99371.0,73.2875
3,5,245,63,-70,66,99371.0,73.2875
5,7,244,58,-79,47,99371.0,73.2875
5,9,243,92,-77,54,99370.5,73.2875
5,1,245,69,-79,65,99370.5,73.2875
6,-2,245,101,-105,45,99370.5,73.2875
5,1,246,91,-67,54,99370.5,73.2875
4,-3,246,25,-56,66,99370.5,73.2875
4,2,244,64,-79,54,99370.5,73.2875
5,12,245,99,-78,44,99370.5,73.2875
3,10,248,60,-77,67,99370.5,73.2875
5,0,244,51,-83,50,99370.5,73.2875
5,-5,246,27,-59,51,99371.0,73.2875
3,-2,245,49,-63,49,99371.0,73.4
5,7,245,29,-70,40,99371.0,73.4
5,8,244,47,-66,57,99371.0,73.2875
4,4,245,70,-84,54,99371.0,73.2875
5,2,244,85,-77,56,99371.0,73.4
6,2,243,92,-82,54,99371.0,73.4
4,0,244,58,-69,51,99371.0,73.4
4,2,242,94,-67,55,99371.0,73.2875
5,5,246,79,-58,48,99375.25,73.2875
5,4,244,73,-87,60,99375.25,73.2875
6,2,245,63,-68,58,99375.25,73.2875
5,1,246,52,-64,64,99375.25,73.2875
7,3,242,63,-76,41,99375.25,73.2875
5,3,244,78,-73,56,99375.25,73.2875
5,1,244,90,-78,57,99375.25,73.2875
3,4,246,37,-67,75,99375.25,73.2875
5,4,244,72,-80,57,99375.25,73.2875
4,3,245,73,-65,53,99371.5,73.2875
5,2,245,67,-65,59,99371.5,73.2875
5,2,244,67,-82,58,99371.5,73.2875
6,2,244,83,-66,50,99371.5,73.2875
6,3,244,66,-76,43,99371.5,73.2875
4,5,244,43,-63,70,99371.5,73.2875
5,2,247,59,-74,51,99371.5,73.4
4,3,245,88,-76,41,99371.5,73.4
4,3,245,73,-81,58,99371.5,73.4
6,2,244,58,-74,42,99377.0,73.4
5,4,246,70,-62,54,99377.0,73.4
5,3,245,70,-66,41,99377.0,73.2875
4,2,245,57,-68,68,99377.0,73.2875
4,3,246,65,-69,51,99377.0,73.2875
4,2,244,55,-62,66,99377.0,73.2875
5,2,244,65,-61,66,99377.0,73.2875
4,3,245,51,-60,54,99377.0,73.2875
6,2,245,55,-71,61,99377.0,73.2875
4,4,244,86,-61,61,99374.75,73.2875
5,2,245,76,-65,53,99374.75,73.2875
6,1,245,59,-57,64,99374.75,73.2875
4,2,245,71,-72,62,99374.75,73.4
6,4,244,65,-71,54,99374.75,73.4
4,2,245,55,-87,51,99374.75,73.2875
5,3,245,66,-72,52,99374.75,73.2875
4,3,245,79,-65,63,99374.75,73.2875
4,3,245,75,-63,51,99374.75,73.2875
4,2,245,53,-74,55,99377.0,73.2875
4,1,245,19,-62,54,99377.0,73.4
4,3,245,54,-50,64,99377.0,73.4
6,2,247,60,-73,46,99377.0,73.2875
5,2,245,64,-62,57,99377.0,73.2875
6,2,246,30,-67,51,99377.0,73.2875
6,3,245,52,-71,60,99377.0,73.2875
6,2,244,68,-69,47,99377.0,73.2875
4,3,245,48,-69,32,99377.0,73.4
5,1,246,35,-55,50,99379.25,73.4
4,3,245,33,-65,66,99379.25,73.2875
4,3,245,53,-67,62,99379.25,73.2875
4,3,245,56,-50,53,99379.25,73.2875
5,1,242,73,-71,61,99379.25,73.2875
5,2,244,66,-68,56,99379.25,73.2875
4,3,247,48,-58,72,99379.25,73.4
5,2,245,39,-66,62,99379.25,73.4
5,1,244,42,-59,69,99379.25,73.4
4,4,245,71,-59,65,99373.75,73.4
4,4,243,94,-74,55,99373.75,73.4
6,1,244,58,-81,61,99373.75,73.2875
5,1,247,49,-78,57,99373.75,73.2875
4,2,245,52,-64,57,99373.75,73.2875
4,2,244,68,-61,41,99373.75,73.2875
5,4,245,80,-77,56,99373.75,73.2875
5,3,245,51,-66,57,99373.75,73.4
4,2,245,36,-59,58,99373.75,73.4
4,3,245,81,-73,53,99377.5,73.4
4,2,245,85,-83,51,99377.5,73.4
