2017-05-13 16:56:04
2,8,244,76,-73,61,0.0,74.1875
3,8,246,57,-73,58,0.0,74.1875
2,8,244,58,-69,53,99383.0,74.1875
1,8,244,73,-59,68,99383.0,74.1875
3,7,245,65,-72,55,99383.0,74.1875
2,6,245,62,-67,73,99383.0,74.1875
2,8,244,69,-71,51,99383.0,74.3
2,8,246,76,-74,52,99383.0,74.3
2,7,245,71,-73,47,99383.0,74.3
3,8,244,55,-77,56,99383.0,74.3
2,8,245,62,-69,59,99383.0,74.3
2,7,245,77,-63,54,99385.75,74.1875
2,7,245,74,-65,72,99385.75,74.1875
2,9,244,48,-67,57,99385.75,74.1875
2,9,244,70,-79,57,99385.75,74.1875
2,7,243,75,-78,52,99385.75,74.1875
3,7,244,73,-80,53,99385.75,74.1875
2,7,245,70,-66,51,99385.75,74.1875
1,8,245,75,-74,54,99385.75,74.1875
1,9,244,57,-81,54,99385.75,74.1875
3,7,246,65,-62,64,99388.0,74.1875
2,9,242,70,-56,38,99388.0,74.3
2,8,244,64,-73,44,99388.0,74.3
2,6,243,76,-69,51,99388.0,74.1875
3,7,244,59,-55,57,99388.0,74.1875
3,8,244,63,-72,44,99388.0,74.075
3,7,245,60,-66,60,99388.0,74.075
3,8,245,76,-79,55,99388.0,74.075
3,7,245,82,-67,50,99388.0,74.1875
2,8,244,69,-63,55,99388.75,74.1875
2,8,244,76,-75,49,99388.75,74.1875
4,7,244,65,-70,44,99388.75,74.1875
2,6,244,64,-57,63,99388.75,74.1875
4,9,242,66,-69,57,99388.75,74.1875
1,9,244,69,-71,55,99388.75,74.1875
4,8,245,73,-63,66,99388.75,74.1875
4,6,245,69,-75,72,99388.75,74.1875
3,6,244,61,-53,70,99388.75,74.1875
2,8,246,55,-50,54,99386.75,74.1875
3,7,244,57,-71,57,99386.75,74.1875
5,6,246,69,-65,59,99386.75,74.1875
2,8,245,72,-60,47,99386.75,74.1875
3,5,244,60,-69,60,99386.75,74.1875
2,5,245,65,-75,61,99386.75,74.1875
3,6,244,68,-69,41,99386.75,74.1875
2,6,244,69,-67,56,99386.75,74.1875
2,7,244,72,-78,64,99386.75,74.1875
3,5,246,84,-70,54,99387.5,74.1875
2,9,244,76,-71,58,99387.5,74.1875
2,8,245,73,-68,50,99387.5,74.1875
3,6,248,78,-64,54,99387.5,74.1875
3,7,244,70,-61,54,99387.5,74.1875
2,7,243,69,-66,46,99387.5,74.3
2,7,245,61,-71,59,99387.5,74.3
2,9,245,52,-61,50,99387.5,74.1875
1,8,244,62,-61,62,99387.5,74.1875
2,8,243,74,-65,64,99390.75,74.1875
2,7,244,68,-66,55,99390.75,74.1875
2,7,245,65,-68,55,99390.75,74.1875
2,8,245,61,-66,53,99390.75,74.1875
2,7,244,75,-69,55,99390.75,74.1875
2,7,245,67,-72,55,99390.75,74.1875
2,8,243,79,-85,59,99390.75,74.1875
3,7,244,62,-68,52,99390.75,74.1875
1,8,246,65,-69,44,99390.75,74.1875
4,7,246,68,-74,51,99387.75,74.1875
2,7,245,68,-63,63,99387.75,74.1875
3,10,243,71,-61,54,99387.75,74.1875
2,8,245,69,-66,64,99387.75,74.1875
3,7,245,63,-64,52,99387.75,74.1875
3,8,245,63,-70,44,99387.75,74.1875
2,7,246,54,-70,55,99387.75,74.1875
2,7,245,67,-71,71,99387.75,74.1875
3,7,244,62,-54,57,99387.75,74.075
2,7,244,70,-70,61,99385.25,74.075
2,8,246,64,-62,49,99385.25,74.1875
3,7,243,80,-70,52,99385.25,74.1875
3,8,243,59,-68,58,99385.25,74.1875
2,7,246,73,-73,64,99385.25,74.1875
